,text,category,label,data_type
8176,breaking yo bitch like kitkat nigga ,offensive_lang,1,train
8177,breakup anthem 128680 128680 128680 threw shidd lemme fall pick hoe cuz stayed contact 128526 http bnqd4fifrq ,offensive_lang,1,train
8178,breezy gotta sleep hoe ,offensive_lang,1,train
8179,briahna told best advice gave aint cut dat bitch lmao ,offensive_lang,1,train
8180,brie said born guy twin duh bitch omg wrote script bellatwins ,offensive_lang,1,val
8181,brilliant job nelsoncanache limp pit causing yellow wish need plm ,neither,2,train
8182,bring niggah icecream ,offensive_lang,1,train
8183,bring bitch real nigga ,offensive_lang,1,train
8184,britt attitude reason bitch mad breakfast 128514 128514 ,offensive_lang,1,val
8185,bro bored hoe ,offensive_lang,1,test
8186,bro everybody ho fuck favorite color mango red ho charge phone way 100 ho smh ,hate_speech,0,train
8187,bro fuck bitch thinking ok ,offensive_lang,1,val
8188,bro hoe bro girlfriend ,offensive_lang,1,train
8189,bro hoe bro girlfriend ,offensive_lang,1,val
8190,broke bitch like oh got monn neyyy ,offensive_lang,1,val
8191,broke bitch sick ,offensive_lang,1,train
8192,broke bitch tl ,offensive_lang,1,train
8193,broke bitch talk shit stunt 128526 ,offensive_lang,1,train
8194,broke bitch talk shit bitch stunt 9994 ,offensive_lang,1,train
8195,broke hoe wanna argue u ate day u energy 128514 128514 ,offensive_lang,1,train
8196,broke pussy boy deion record ,offensive_lang,1,train
8197,broner knock half u niccas ,offensive_lang,1,val
8198,brooo chinese sound goooood hoe rn momma making carne chile guess gucci 128527 128076 ,offensive_lang,1,train
8199,brooooooo wingstop went sooooo clutch straight ran hoe ,offensive_lang,1,train
8200,brown color eye colored ,neither,2,train
8201,brownie brownie brownie ,neither,2,train
8202,brown redskin considered nfl team ,neither,2,train
8203,brrr hoe dichter bij het sint gebeuren hoe racistischer drek op twitter en het komt nagenoeg alleen van prozwartepieten hoek engvolk ,offensive_lang,1,train
8204,bruh ready wheeler bitch fast asf ,offensive_lang,1,train
8205,bruh share ps4 def wanted l rock nigger lmaoooooooooooooooooooooooooooo ,offensive_lang,1,train
8206,bruh bitch wearing heel club outfit school shit 128553 128514 128128 ,offensive_lang,1,val
8207,bruh leave coin coon ,offensive_lang,1,train
8208,bruh niggah fall asleep 128530 128529 ,offensive_lang,1,train
8209,bruh went hard bitch deserves pimp year ,offensive_lang,1,train
8210,bruh sasuke sakuras daughter gonna bad uchiha bitch ,offensive_lang,1,train
8211,bruh pt 2 jaxon1114 killed hoe night sleep http f1choia21g ,offensive_lang,1,train
8212,bruh theofficialeg10 soo trash ,neither,2,train
8213,bruhhhh hoe law fuck fun 128532 128532 ,offensive_lang,1,test
8214,bruised ankle bitch ,offensive_lang,1,test
8215,brutus looking girl getting elevator walking different bitch u come u u come ,offensive_lang,1,train
8216,bryant think cute going w stupid friend leaving watch 128074 128165 128074 128162 128074 10024 lil bitch ,offensive_lang,1,test
8217,bsd bitch clap ,offensive_lang,1,train
8218,bt bitch amp amp niggahs hand ,offensive_lang,1,train
8219,bt dubz ur best pal bitch u stoplivingafuckinglie hatredisincreasing ,offensive_lang,1,train
8220,buddy fruit 8220 deion mvo vonteeeeee brandon said dirty coon 8221 ,offensive_lang,1,train
8221,buddy drug train lmao good extra hoe ,offensive_lang,1,train
8222,buddy slapped rent stress messy bitch told u hoe bout new york nigga amp temper trainvideo ,offensive_lang,1,train
8223,build bear lt lt lt lt build bitch ,offensive_lang,1,train
8224,bull color scheme dull stupid bitch duke wear bold pastel color bull sense ,offensive_lang,1,train
8225,bullet stick nigguh damn liver ,offensive_lang,1,train
8226,bullet nigguh tru jean ,hate_speech,0,train
8227,bullying law pussy ,offensive_lang,1,train
8228,bum hoe ,offensive_lang,1,train
8229,bum bitch type ,offensive_lang,1,test
8230,bumoose ducking insult like scared white pussy ,offensive_lang,1,test
8231,bumped bitch filed sexual harassment work worker aint shook life ,hate_speech,0,train
8232,bumpin nigga nigga rick ross b f hoe going harrrrd highh outside enjoying weather ,offensive_lang,1,train
8233,bunch hurt nigga amp bitch ig timeline tonight muhfuckas lame hell b ,offensive_lang,1,train
8234,burn bitch http 63fmrf0g5j ,hate_speech,0,train
8235,burnating yankee thatch roof cottage astros http j3dziwbdt0 ,neither,2,test
8236,burrito trash ,neither,2,train
8237,bussin bitch gwale gwalas ,offensive_lang,1,train
8238,bussy mrtriskaideka avi pussy poppin handstand ,offensive_lang,1,train
8239,bust nicca head smack ho shoot club 128514 128266 128266 128131 128131 128131 ,offensive_lang,1,train
8240,bust nicca head smack hoe shoot club 128514 yes yes117 darealquitam vonshayeb ,offensive_lang,1,train
8241,bust dat bitch face want son icewear vezzo ,offensive_lang,1,train
8242,busted lip playing ball enjoy pussy delicious mango ,offensive_lang,1,train
8243,carl bitch 128526 ,offensive_lang,1,train
8244,callin da race card colored podcasts dare ,neither,2,train
8245,buy tomorrow hard hoe ,offensive_lang,1,train
8246,smoke bitch struggle girl actuality great thing ,offensive_lang,1,train
8247,hoe 128542 http xmfcv9rmv5 ,offensive_lang,1,train
8248,calling bitch yeah ok called return especially girl 8230 http 6ssxopuhge ,offensive_lang,1,train
8249,atleast let know ur faggot u type twitter secret ,hate_speech,0,train
8250,bitch gon shave wax pussy bless foh ,offensive_lang,1,train
8251,bitch crazy jail sure ,offensive_lang,1,train
8252,bitch mad mf know amp getting 128175 ,offensive_lang,1,test
8253,knew bitch better 128074 ,offensive_lang,1,test
8254,pussy injury ,offensive_lang,1,val
8255,prettier amber yumiyoko pussy pretty ,offensive_lang,1,train
8256,rich light skin coon expected ,neither,2,train
8257,bad bad bitch late ,offensive_lang,1,train
8258,shade shit bitch axolrose yourwifecantread ,offensive_lang,1,val
8259,hoe 8212 idk http eccfbqzlkz ,offensive_lang,1,train
8260,staying gon bitch ,offensive_lang,1,train
8261,talk twitter bc pussy real life ,offensive_lang,1,train
8262,emotional shit absolutely bird ,offensive_lang,1,train
8263,128129 talk 128266 bitch flexing 128170 9757 65039 128588 128077 128591 ,offensive_lang,1,train
8264,bitch follow like u graceexo ,offensive_lang,1,train
8265,school prom friday 13th like freddy v jason shit tho bitch gonna look 128554 ,offensive_lang,1,test
8266,yall nigga wanna woman hoe leave nigga appreciates fuck lil nigga ,offensive_lang,1,train
8267,bird nigga getting feather ruffled shook thing half way crook ,offensive_lang,1,val
8268,tell broke bitch nothin 128514 128514 128514 128056 9749 65039 ,offensive_lang,1,val
8269,love wanna blah blah bullshit fa bird ,offensive_lang,1,train
8270,nvm bjayblast men disrespect woman calling offensive like bitch hoe slut female smh ,offensive_lang,1,train
8271,butler unchained review http hxyyujmorm short version whitey suck potentially positive film simply anti white agitprop ,offensive_lang,1,train
8272,butter hoe ,offensive_lang,1,train
8273,bye bitch ,offensive_lang,1,train
8274,bye bye charlie strong ,neither,2,train
8275,bytch infant 171 mr jsmart24 hell bitch 18 talking bout remember bout pac died 187 ,offensive_lang,1,train
8276,cair publishes hit list jihadis http hvvfxypmhm realjtp red blooded american list ,neither,2,train
8277,cebros corporate hoe ,offensive_lang,1,train
8278,cleary diz princess iz bad bitch http jv1sa1b2xw ,offensive_lang,1,train
8279,cnt mad choose mad bitch nigga hay ,offensive_lang,1,train
8280,come tnd atrocity start 7 followed lost cause auramea night verse norma jean let bitch ,offensive_lang,1,train
8281,caleb need stop little bitch ,offensive_lang,1,val
8282,caleb dick hanna bitch hate 128554 128545 128545 128545 ,offensive_lang,1,train
8283,california gang california trash ,neither,2,train
8284,california home skater trash ,hate_speech,0,val
8285,hoe hoe rat rat ,offensive_lang,1,train
8286,negro ,offensive_lang,1,train
8287,dat bitch http p50wtgrz8a ,offensive_lang,1,train
8288,dumb bitch ion know wtf ebola 9995 128514 ,offensive_lang,1,train
8289,fag love people turn head look car drive cause head slumpin bitch love ,offensive_lang,1,val
8290,ghetto want walking class bonnet hair ,offensive_lang,1,train
8291,duty bitch ,offensive_lang,1,train
8292,grow live long sorry parent poor skill got fuck slum veritaz old bitch ,offensive_lang,1,train
8293,called eddie hoe mistake doe lol ,offensive_lang,1,test
8294,calling early night heartache bitch broken ,offensive_lang,1,train
8295,calling teabaggers conservative b http l8qx8rmjrg youtube ,neither,2,train
8296,calling nasty hoe mr real 128514 128514 128514 http d4enqkdswr ,offensive_lang,1,train
8297,cam newton little girl like grow quit actin like bitch ,offensive_lang,1,train
8298,cam newton pussy need grow learn hotshot ,offensive_lang,1,train
8299,came home cat sleeping pillow c love niggah ,offensive_lang,1,train
8300,camo day catch school huntin basic bitch http npiq0js5uz ,offensive_lang,1,train
8301,faggot honeybooboo imagine internet world created trap feed allah like gazelle stephenking ,hate_speech,0,train
8302,charlie crist pull rick scott pull floridaprimary dems tonite tpot election2014 ,neither,2,train
8303,dick sherman caught blow tranny hooker time soon preferably pete carroll ,offensive_lang,1,train
8304,bring bitch threesome nahhh ,offensive_lang,1,train
8305,bring bitch nah ,offensive_lang,1,train
8306,bring bitch nah ,offensive_lang,1,train
8307,double stuff oreo ,neither,2,train
8308,good neck dis hoe ,offensive_lang,1,val
8309,bad bitch flaw come meet drawer ,offensive_lang,1,train
8310,bad bitch flawwssss ,offensive_lang,1,train
8311,pay stop lil bitch gah damn shut fuck ,offensive_lang,1,train
8312,sit face 8212 sit hot stove bitch http xpauwp43oa ,offensive_lang,1,train
8313,bring bitch nah ,offensive_lang,1,train
8314,school fuckin remove random trash middle hallway fuckin run ,offensive_lang,1,train
8315,follow bitch bios look like http thk9mnqtrg ,offensive_lang,1,train
8316,hold phone convos house trash service ,offensive_lang,1,val
8317,beat justin beibers little pussy ,offensive_lang,1,train
8318,cheese cracker ,neither,2,train
8319,explain bird angry amp destroying pig home ,neither,2,train
8320,treat grub broke bitch ,offensive_lang,1,val
8321,bird shut fuck ,offensive_lang,1,train
8322,bitch update 128530 ,offensive_lang,1,train
8323,bitch hurry ineedmyeigth ,offensive_lang,1,train
8324,bitch sit fuck shut fuck ,offensive_lang,1,train
8325,u hoe hoe hoe ewww nasty mean daily spare lol ,offensive_lang,1,train
8326,bomb selfie monkey timeline ,neither,2,train
8327,revisit chairmanl idea team yankee playing like game amp ,neither,2,train
8328,catch box hoe ,offensive_lang,1,train
8329,catch box hoe ,offensive_lang,1,train
8330,imagine tryn yo hardest stop bitch frm slutin comin unsuccessful ,offensive_lang,1,test
8331,let stretch pussy nah ,offensive_lang,1,train
8332,let stretch pussy nahhh ,offensive_lang,1,train
8333,dick nah bring bitch nah ,offensive_lang,1,train
8334,8217 wait humble nigga playoff good job hoe ,hate_speech,0,train
8335,major nigga minor hoe ,offensive_lang,1,train
8336,thing worse cop interrupted friggin yankee game going ,neither,2,train
8337,beat score 12 flappy bird givingup ,neither,2,train
8338,sleep fucking car mother fucker drive like retard pump break hard ,offensive_lang,1,val
8339,bc powder chug child advil ,neither,2,train
8340,fuck wit bitch ugly friend ,offensive_lang,1,train
8341,fuck coon girl bruh ,offensive_lang,1,train
8342,fuck bitch ,offensive_lang,1,train
8343,money silly hoe ,offensive_lang,1,train
8344,pussy kirk franklin idc long ya ,offensive_lang,1,train
8345,bitch future goal love kid parent deal ,offensive_lang,1,train
8346,bitch cool cause money ,offensive_lang,1,train
8347,shallow bitch ya pocket deep ,offensive_lang,1,val
8348,let play gta bitch like ya ammo n gettin ya dude kilt cop ,offensive_lang,1,train
8349,neva sucka bitch ,offensive_lang,1,test
8350,hoe fixmylife ,offensive_lang,1,train
8351,save hoe ,offensive_lang,1,train
8352,stand bitch feel need somethin sit home bored gotta hoe time ,offensive_lang,1,train
8353,stand nigga curve boy hoe ,offensive_lang,1,train
8354,stand sob bitch ,offensive_lang,1,test
8355,stand bitch nigga ,hate_speech,0,train
8356,stand ghetto ratchet mofos 128078 128530 ,offensive_lang,1,train
8357,stand asian dude faggot attitude cause forgot water fuck u faggot stage ,hate_speech,0,train
8358,stand faggot ,hate_speech,0,train
8359,stand yankee jeter hitting home run final bat nyc cool getting beaned better ,neither,2,train
8360,stand female relationship amp 2 day later talking guy hoe gonna hoe smh ,offensive_lang,1,train
8361,stop eating graham cracker ,neither,2,train
8362,u coon amp mean ,hate_speech,0,train
8363,tell mexico impressive brazil trash today ,neither,2,test
8364,tell shit cuz ion care bitch ,offensive_lang,1,train
8365,trust face bitch gotta watch em ,offensive_lang,1,val
8366,trust bitch nigga ,offensive_lang,1,val
8367,trust hoe hoe mean dude ,offensive_lang,1,test
8368,turn hoe house wife fact ,offensive_lang,1,train
8369,wait till appetite ate half ghetto sandwich lettuce ,neither,2,train
8370,wait till bitch 128131 ,offensive_lang,1,train
8371,wait payment bitch ,offensive_lang,1,train
8372,wait bitch dutch ,offensive_lang,1,train
8373,worry bout bitch worried bout ,offensive_lang,1,train
8374,cancel bitch like ninooo ,offensive_lang,1,train
8375,cancel hoe sb nick cut b tch ,offensive_lang,1,train
8376,cancer hoe pray people http 4xgeqmrzq5 ,offensive_lang,1,train
8377,handle bitch elbow fat ,offensive_lang,1,train
8378,play game wit deze nigga bitch 128581 128299 ,offensive_lang,1,test
8379,wait strictlykeyz nigga wanna 45 pop viagra pop young bitch ,offensive_lang,1,train
8380,da colored da white folk da cept da colored men gots da bigga dick ,offensive_lang,1,val
8381,cardinal score 1st lead 1 0 3rd bird base nlcs sfvsstl ,neither,2,train
8382,carl try eat pussy big nose fucking shit ,offensive_lang,1,train
8383,carol gonna george lenny bitch ,offensive_lang,1,test
8384,carrahs bitch ,offensive_lang,1,val
8385,carter need shut fuck fucking bitch trying start shit ,offensive_lang,1,train
8386,casey matthew trash big ,neither,2,train
8387,catch fuckin tonight viplounge901 nolinenowait bitch meetmethere http zqvgmlzqfe ,offensive_lang,1,val
8388,catch episode vampire diary tomorrow night bitch slap katgraham ,offensive_lang,1,train
8389,catch jet hoe ,offensive_lang,1,train
8390,catch lingo itty bitty bitch ,offensive_lang,1,train
8391,cause trophy hunting little bitch ,offensive_lang,1,train
8392,cause type nighha joke play little bitch ,offensive_lang,1,train
8393,cause lsu trash breesindacut doin college playoff ranking shit early ,offensive_lang,1,train
